name,injury_date
"Mahle, Tyler",7/2/2022
"Tetreault, Jackson",7/2/2022
"Kennedy, Ian",7/3/2022
"De los Santos, Yerry",7/3/2022
"Stammen, Craig",7/4/2022
"Peralta, Wily",7/5/2022
"Springs, Jeffrey",7/5/2022
"Garrett, Reed",7/5/2022
"Hendricks, Kyle",7/5/2022
"Velasquez, Vince",7/5/2022
"Archer, Chris",7/5/2022
"DeSclafani, Anthony",7/5/2022
"Kikuchi, Yusei",7/5/2022
"Kinley, Tyler",7/5/2022
"Hendricks, Kyle",7/5/2022
"Danish, Tyler",7/6/2022
"Detwiler, Ross",7/7/2022
"Cessa, Luis",7/7/2022
"Giles, Ken",7/8/2022
"Littell, Zack",7/8/2022
"Seabold, Connor",7/8/2022
"Heasley, Jonathan",7/9/2022
"Graterol, Brusdar",7/10/2022
"Castro, Miguel",7/10/2022
"Dunning, Dane",7/10/2022
"O'Day, Darren",7/11/2022
"Yacabonis, Jimmy",7/11/2022
"Fleming, Josh",7/11/2022
"Strahm, Matt",7/12/2022
"Barlow, Joe",7/12/2022
"Brieske, Beau",7/12/2022
"Roberts, Ethan",7/13/2022
"Civale, Aaron",7/13/2022
"Severino, Luis",7/13/2022
"Roberts, Ethan",7/13/2022
"Beeks, Jalen",7/14/2022
"Clippard, Tyler",7/14/2022
"Winckowski, Josh",7/14/2022
"Hudson, Dakota",7/14/2022
"Llovera, Mauricio",7/15/2022
"Moreta, Dauri",7/16/2022
"De Jong, Chase",7/16/2022
"Wisler, Matt",7/16/2022
"Lynch IV, Daniel",7/16/2022
"Díaz, Jhonathan",7/16/2022
"Thielbar, Caleb",7/17/2022
"Hernández, Elieser",7/19/2022
"Wieck, Brad",7/20/2022
"Gutierrez, Vladimir",7/20/2022
"Gutierrez, Vladimir",7/20/2022
"Brentz, Jake",7/21/2022
"Brentz, Jake",7/21/2022
"López, Reynaldo",7/23/2022
"Hoffman, Jeff",7/23/2022
"Chacín, Jhoulys",7/23/2022
"Nance, Tommy",7/23/2022
"Pineda, Michael",7/23/2022
"Matz, Steven",7/23/2022
"Smith, Drew",7/24/2022
"García, Rony",7/24/2022
"Fedde, Erick",7/24/2022
"Middleton, Keynan",7/25/2022
"Castillo, Diego",7/25/2022
"Rogers, Trevor",7/25/2022
"Gore, MacKenzie",7/25/2022
"Gilbert, Tyler",7/26/2022
"Zerpa, Angel",7/26/2022
"King, Michael",7/27/2022
"Wells, Tyler",7/27/2022
"Castano, Daniel",7/28/2022
"Verlander, Justin",7/28/2022
"Bednar, David",7/29/2022
"Milone, Tommy",7/29/2022
"Smith, Caleb",7/30/2022
"Stripling, Ross",7/30/2022
"Gustave, Jandel",7/31/2022
"Greene, Hunter",8/1/2022
"Gray, Jon",8/1/2022
"Nelson, Kyle",8/2/2022
"Brault, Steven",8/2/2022
"Santana, Dennis",8/2/2022
"Almonte, Yency",8/3/2022
"Alcala, Jorge",8/3/2022
"Peters, Dillon",8/3/2022
"Rainey, Tanner",8/3/2022
"Bello, Brayan",8/3/2022
"Kuhl, Chad",8/3/2022
"Rainey, Tanner",8/3/2022
"Hunter, Tommy",8/4/2022
"Kershaw, Clayton",8/4/2022
"Adams, Austin",8/5/2022
"Dugger, Robert",8/5/2022
"Mayza, Tim",8/6/2022
"Fried, Max",8/6/2022
"Clarke, Taylor",8/7/2022
"Howard, Spencer",8/7/2022
"Borucki, Ryan",8/8/2022
"Castellanos, Humberto",8/8/2022
"Sale, Chris",8/8/2022
"Holloway, Jordan",8/9/2022
"Meyer, Max",8/9/2022
"Meyer, Max",8/9/2022
"Gott, Trevor",8/10/2022
"Blackburn, Paul",8/10/2022
"Colomé, Alex",8/11/2022
"Holmes, Clay",8/12/2022
"Scott, Tayler",8/12/2022
"Eovaldi, Nathan",8/12/2022
"Garrett, Braxton",8/14/2022
"Knebel, Corey",8/14/2022
"Carrasco, Carlos",8/15/2022
"Barlow, Joe",8/17/2022
"Skubal, Tarik",8/17/2022
"Poteet, Cody",8/17/2022
"Mahle, Tyler",8/17/2022
"Skubal, Tarik",8/17/2022
"Senzatela, Antonio",8/18/2022
"Thompson, Keegan",8/19/2022
"Ashcraft, Graham",8/19/2022
"Ashby, Aaron",8/19/2022
"Santos, Gregory",8/19/2022
"Abreu, Albert",8/20/2022
"Effross, Scott",8/20/2022
"Domínguez, Seranthony",8/20/2022
"Long, Sam",8/20/2022
"Nogosek, Stephen",8/20/2022
"Wheeler, Zack",8/20/2022
"Pressly, Ryan",8/21/2022
"Greinke, Zack",8/21/2022
"Cortes, Nestor",8/21/2022
"Kopech, Michael",8/22/2022
"Ragans, Cole",8/22/2022
"Brault, Steven",8/23/2022
"Staumont, Josh",8/23/2022
"Sands, Cole",8/23/2022
"Buehler, Walker",8/23/2022
"Gonsolin, Tony",8/23/2022
"Buehler, Walker",8/23/2022
"Buehler, Walker",8/23/2022
"Jiménez, Dany",8/24/2022
"Jackson, Zach",8/24/2022
"Holderman, Colin",8/24/2022
"Zeuch, T.J.",8/24/2022
"Thompson, Ryan",8/25/2022
"Stephens, Jackson",8/26/2022
"Gilbreath, Lucas",8/26/2022
"Steele, Justin",8/26/2022
"Cavalli, Cade",8/26/2022
"Chapman, Aroldis",8/27/2022
"Sborz, Josh",8/27/2022
"Plesac, Zach",8/27/2022
"Graterol, Brusdar",8/28/2022
"Civale, Aaron",8/28/2022
"Price, David",8/29/2022
"Crawford, Kutter",8/30/2022
"McClanahan, Shane",8/30/2022
"Bender, Anthony",8/31/2022
"Emanuel, Kent",8/31/2022
"Alvarez, Jose",8/31/2022
"Wood, Alex",8/31/2022
"Bender, Anthony",8/31/2022
"Arano, Víctor",9/1/2022
"May, Trevor",9/3/2022
"Appel, Mark",9/3/2022
"Mahle, Tyler",9/3/2022
"Scherzer, Max",9/3/2022
"Oller, Adam",9/3/2022
"Treinen, Blake",9/5/2022
"Houck, Tanner",9/6/2022
"Ynoa, Huascar",9/7/2022
"Lauer, Eric",9/7/2022
"Ynoa, Huascar",9/7/2022
"Leone, Dominic",9/8/2022
"Peralta, Freddy",9/8/2022
"Yates, Kirby",9/10/2022
"Montes de Oca, Bryce",9/10/2022
"Anderson, Nick",9/10/2022
"Archer, Chris",9/10/2022
"Nelson, Kyle",9/12/2022
"Dunn, Justin",9/12/2022
"Nance, Tommy",9/13/2022
"Gose, Anthony",9/14/2022
"Hunter, Tommy",9/14/2022
"Hicks, Jordan",9/14/2022
"Mills, Alec",9/14/2022
"McKay, Brendan",9/14/2022
"Moll, Sam",9/15/2022
"Dunn, Justin",9/15/2022
"Brubaker, JT",9/15/2022
"Middleton, Keynan",9/16/2022
"Martin, Brett",9/16/2022
"Montas, Frankie",9/16/2022
"Megill, Trevor",9/17/2022
"Givens, Mychal",9/17/2022
"Beeks, Jalen",9/17/2022
"Minor, Mike",9/17/2022
"Rogers, Trevor",9/17/2022
"Peralta, Wandy",9/18/2022
"Nelson, Ryne",9/18/2022
"Strider, Spencer",9/18/2022
"Wells, Tyler",9/19/2022
"Gray, Sonny",9/19/2022
"Jiménez, Joe",9/20/2022
"Payamps, Joel",9/20/2022
"Hand, Brad",9/20/2022
"Okert, Steven",9/21/2022
"Stout, Eric",9/21/2022
"May, Dustin",9/21/2022
"Yarbrough, Ryan",9/22/2022
"Bickford, Phil",9/23/2022
"Perdomo, Luis",9/23/2022
"Whitlock, Garrett",9/26/2022
"Dunning, Dane",9/26/2022
"Whitlock, Garrett",9/26/2022
"Estévez, Carlos",9/27/2022
"Crowe, Wil",9/27/2022
"Houser, Adrian",9/27/2022
"Webb, Logan",9/27/2022
"Kopech, Michael",9/28/2022
"Manning, Matt",9/28/2022
"Baz, Shane",9/28/2022
"Baz, Shane",9/28/2022
"Baz, Shane",9/28/2022
"Bradley, Archie",9/29/2022
"Wiles, Collin",9/29/2022
"Bautista, Félix",9/30/2022
"Britton, Zack",9/30/2022
"Kuhl, Chad",9/30/2022
"Grove, Michael",10/1/2022
"Cabrera, Edward",10/1/2022
"Ragans, Cole",10/1/2022
"Topa, Justin",10/2/2022
"Megill, Trevor",10/2/2022
"Marinaccio, Ron",10/2/2022
"Szapucki, Thomas",10/2/2022
"Clarke, Taylor",10/3/2022
"Bush, Matt",10/4/2022
"Poche, Colin",10/4/2022
"Rodón, Carlos",10/4/2022
"Megill, Tylor",10/5/2022
"Clevinger, Mike",10/5/2022
"Matzek, Tyler",10/12/2022
"Treinen, Blake",11/11/2022
"Feyereisen, J.P.",12/7/2022
"Antone, Tejay",2/7/2023
"Stephenson, Robert",2/18/2023
"Montas, Frankie",2/21/2023
"Snead, Kirby",2/25/2023
"Hentges, Sam",2/26/2023
"Musgrove, Joe",2/27/2023
"Glasnow, Tyler",2/27/2023
"Howard, Spencer",3/1/2023
"Allard, Kolby",3/2/2023
"Castillo, José",3/3/2023
"Paxton, James",3/3/2023
"García, Jarlín",3/4/2023
"Rodón, Carlos",3/5/2023
"Gonsolin, Tony",3/7/2023
"Tarnok, Freddy",3/8/2023
"Suárez, Ranger",3/8/2023
"Nelson, Nick",3/9/2023
"Melancon, Mark",3/10/2023
"Blackburn, Paul",3/10/2023
"Song, Noah",3/11/2023
"Suarez, Robert",3/12/2023
"Morejon, Adrian",3/12/2023
"Iglesias, Raisel",3/13/2023
"Weaver, Luke",3/13/2023
"Gilbreath, Lucas",3/14/2023
"Sánchez, Cristopher",3/14/2023
"Rucinski, Drew",3/14/2023
"Gilbreath, Lucas",3/14/2023
"Martin, Corbin",3/15/2023
"Givens, Mychal",3/16/2023
"Hughes, Brandon",3/16/2023
"Díaz, Edwin",3/16/2023
"Quintana, Jose",3/16/2023
"Rodríguez, Joely",3/18/2023
"Otto, Glenn",3/18/2023
"Wainwright, Adam",3/19/2023
"Okert, Steven",3/20/2023
"Lorenzen, Michael",3/20/2023
"Severino, Luis",3/21/2023
"Cavalli, Cade",3/22/2023
"Cavalli, Cade",3/22/2023
"Hernández, Elieser",3/23/2023
"Sborz, Josh",3/23/2023
"Lynch IV, Daniel",3/23/2023
"Mantiply, Joe",3/24/2023
"Brieske, Beau",3/24/2023
"Houser, Adrian",3/25/2023
"White, Mitch",3/25/2023
"McKenzie, Triston",3/26/2023
"Verlander, Justin",3/26/2023
"Pepiot, Ryan",3/28/2023
"Montes de Oca, Bryce",3/29/2023
"Fried, Max",3/30/2023
"Hunter, Tommy",4/3/2023
"Bradish, Kyle",4/3/2023
"Cueto, Johnny",4/3/2023
"Sulser, Cole",4/5/2023
"McHugh, Collin",4/5/2023
"Odorizzi, Jake",4/5/2023
"Civale, Aaron",4/7/2023
"Muñoz, Andrés",4/7/2023
"Woodruff, Brandon",4/7/2023
"Ashby, Aaron",4/7/2023
"Eflin, Zach",4/7/2023
"Kelly, Joe",4/8/2023
"Davies, Zach",4/8/2023
"Chargois, JT",4/9/2023
"Acevedo, Domingo",4/10/2023
"Márquez, Germán",4/10/2023
"Manning, Matt",4/11/2023
"Luetge, Lucas",4/12/2023
"Martin, Chris",4/12/2023
"De Jong, Chase",4/12/2023
"Thompson, Ryan",4/12/2023
"Brubaker, JT",4/12/2023
"Brubaker, JT",4/12/2023
"Nogosek, Stephen",4/14/2023
"Tepera, Ryan",4/15/2023
"Varland, Gus",4/15/2023
"Zastryzny, Rob",4/15/2023
"Taillon, Jameson",4/15/2023
"Wingenter, Trey",4/15/2023
"Carrasco, Carlos",4/15/2023
"Jiménez, Dany",4/16/2023
"Crowe, Wil",4/17/2023
"May, Trevor",4/18/2023
"Crismatt, Nabil",4/18/2023
"Wood, Alex",4/18/2023
"Rogers, Trevor",4/19/2023
"Bellatti, Andrew",4/20/2023
"Grove, Michael",4/20/2023
"Uceta, Edwin",4/22/2023
"Whitlock, Garrett",4/22/2023
"Martínez, Adrián",4/22/2023
"Bush, Matt",4/23/2023
"Cimber, Adam",4/23/2023
"Springs, Jeffrey",4/24/2023
"Springs, Jeffrey",4/24/2023
"Hughes, Brandon",4/26/2023
"Bubic, Kris",4/26/2023
"Maeda, Kenta",4/26/2023
"Bubic, Kris",4/26/2023
"Raley, Brooks",4/27/2023
"Cruz, Fernando",4/28/2023
"Fairbanks, Pete",4/28/2023
"Davis, Noah",4/29/2023
"Kuhl, Chad",4/29/2023
"Urquidy, José",4/30/2023
"Kelly, Zack",5/2/2023
"Thielbar, Caleb",5/2/2023
"Loáisiga, Jonathan",5/2/2023
"Trivino, Lou",5/3/2023
"Murfee, Penn",5/3/2023
"Rodríguez, Wilking",5/3/2023
"Wright, Kyle",5/3/2023
"Crawford, Kutter",5/3/2023
"Lamet, Dinelson",5/3/2023
"Ray, Robbie",5/3/2023
"Trivino, Lou",5/3/2023
"Ray, Robbie",5/3/2023
"Loup, Aaron",5/4/2023
"Pop, Zach",5/4/2023
"Velasquez, Vince",5/4/2023
"Woodford, Jake",5/4/2023
"Sampson, Adrian",5/5/2023
"Fried, Max",5/6/2023
"Lodolo, Nick",5/6/2023
"Turnbull, Spencer",5/6/2023
"Yacabonis, Jimmy",5/7/2023
"Alvarado, José",5/7/2023
"Cleavinger, Garrett",5/7/2023
"Yarbrough, Ryan",5/7/2023
"Suarez, José",5/7/2023
"Miller, Mason",5/7/2023
"Mantiply, Joe",5/8/2023
"Mears, Nick",5/9/2023
"Puk, A.J.",5/10/2023
"Márquez, Germán",5/12/2023
"Márquez, Germán",5/12/2023
"Boxberger, Brad",5/13/2023
"Legumina, Casey",5/13/2023
"Feltner, Ryan",5/13/2023
"Alcala, Jorge",5/14/2023
"Schreiber, John",5/15/2023
"Keller, Brad",5/15/2023
"Lee, Dylan",5/16/2023
"Law, Derek",5/16/2023
"Bukauskas, J.B.",5/16/2023
"Hamilton, Ian",5/16/2023
"Jackson, Zach",5/16/2023
"Battenfield, Peyton",5/16/2023
"Miley, Wade",5/16/2023
"Lugo, Seth",5/16/2023
"Quijada, José",5/17/2023
"Warren, Austin",5/17/2023
"Clevinger, Mike",5/17/2023
"Stripling, Ross",5/17/2023
"Quijada, José",5/17/2023
"Warren, Austin",5/17/2023
"Urías, Julio",5/18/2023
"Misiewicz, Anthony",5/19/2023
"Garcia, Luis",5/19/2023
"Szapucki, Thomas",5/19/2023
"Garcia, Luis",5/19/2023
"Cyr, Tyler",5/20/2023
"Lauer, Eric",5/20/2023
"Bleier, Richard",5/21/2023
"Littell, Zack",5/22/2023
"Mahle, Tyler",5/22/2023
"Mahle, Tyler",5/22/2023
"Tonkin, Michael",5/23/2023
"Moore, Matt",5/23/2023
"Pomeranz, Drew",5/23/2023
"Overton, Connor",5/23/2023
"Burdi, Nick",5/24/2023
"García, Luis",5/24/2023
"Lambert, Jimmy",5/27/2023
"Fairbanks, Pete",5/28/2023
"Rodriguez, Eduardo",5/28/2023
"Fleming, Josh",5/28/2023
"Garrett, Amir",5/29/2023
"Sands, Cole",5/30/2023
"Barlow, Joe",5/30/2023
"Quantrill, Cal",5/30/2023
"Faedo, Alex",5/30/2023
"Cortes, Nestor",5/30/2023
"Givens, Mychal",5/31/2023
"Steele, Justin",5/31/2023
"Wood, Alex",5/31/2023
"Sale, Chris",6/1/2023
"Bickford, Phil",6/2/2023
"Weber, Ryan",6/2/2023
"Rolison, Ryan",6/2/2023
"Rodríguez, Joely",6/3/2023
"Cousins, Jake",6/3/2023
"Thielbar, Caleb",6/4/2023
"Gott, Trevor",6/4/2023
"Pacheco, Freddy",6/5/2023
"Faucher, Calvin",6/5/2023
"Sousa, Bennett",6/7/2023
"Helsley, Ryan",6/7/2023
"Syndergaard, Noah",6/7/2023
"Ashcraft, Graham",6/8/2023
"Joyce, Ben",6/9/2023
"Velasquez, Vince",6/9/2023
"McKenzie, Triston",6/10/2023
"deGrom, Jacob",6/12/2023
"deGrom, Jacob",6/12/2023
"Voth, Austin",6/13/2023
"McCullers Jr., Lance",6/13/2023
"Cabrera, Edward",6/13/2023
"Cobb, Alex",6/13/2023
"McCullers Jr., Lance",6/13/2023
"Chavez, Jesse",6/14/2023
"Holderman, Colin",6/14/2023
"Clevinger, Mike",6/14/2023
"Crochet, Garrett",6/15/2023
"Lovelady, Richard",6/15/2023
"Domínguez, Seranthony",6/15/2023
"Zastryzny, Rob",6/15/2023
"Cosgrove, Tom",6/15/2023
"Brebbia, John",6/16/2023
"E. Hernandez, Jose",6/17/2023
"Greene, Hunter",6/17/2023
"López, Jorge",6/18/2023
"Alexander, Scott",6/18/2023
"Cimber, Adam",6/18/2023
"Edwards Jr., Carl",6/19/2023
"Legumina, Casey",6/20/2023
"Suter, Brent",6/20/2023
"Miller, Shelby",6/20/2023
"Leclerc, José",6/20/2023
"Kluber, Corey",6/20/2023
"Lively, Ben",6/20/2023
"Heuer, Codi",6/23/2023
"Wilson, Steven",6/24/2023
"Jackson, Luke",6/24/2023
"Kelly, Merrill",6/24/2023
"Stewart, Brock",6/25/2023
"Vest, Will",6/26/2023
"Naughton, Packy",6/26/2023
"Mears, Nick",6/27/2023
"Kershaw, Clayton",6/27/2023
"Houck, Tanner",6/27/2023
"Kopech, Michael",6/27/2023
"Akin, Keegan",6/28/2023
"Hughes, Brandon",6/28/2023
"Taylor, Josh",6/28/2023
"Boyd, Matthew",6/28/2023
"Boyd, Matthew",6/28/2023
"Carasiti, Matt",6/29/2023
"Woodford, Jake",6/29/2023
"Carlton, Drew",6/30/2023
"Miller, Bryce",6/30/2023
"McClanahan, Shane",6/30/2023
"VerHagen, Drew",7/1/2023
"Ward, Thaddeus",7/1/2023
"Wacha, Michael",7/1/2023
"DeSclafani, Anthony",7/1/2023
"Pérez, Cionel",7/2/2023
"Alexander, Tyler",7/2/2023
"Whitlock, Garrett",7/2/2023
"Bachman, Sam",7/3/2023
"Nardi, Andrew",7/3/2023
"Ort, Kaleb",7/4/2023
"Kelly, Joe",7/4/2023
"Greinke, Zack",7/4/2023
"Wainwright, Adam",7/4/2023
"Mills, Wyatt",7/5/2023
"Hudson, Daniel",7/5/2023
"Quantrill, Cal",7/5/2023
"Alvarado, José",7/6/2023
"Anderson, Nick",7/7/2023
"Sanmartin, Reiver",7/7/2023
"Minter, A.J.",7/8/2023
"Lovelady, Richard",7/9/2023
"Sborz, Josh",7/9/2023
"Bieber, Shane",7/9/2023
"Freeland, Kyle",7/9/2023
"Miley, Wade",7/9/2023
"Hernández, Elieser",7/9/2023
"Harvey, Hunter",7/14/2023
"Devenski, Chris",7/15/2023
"Morejon, Adrian",7/15/2023
"Allard, Kolby",7/16/2023
"Ríos, Yacksel",7/18/2023
"Espino, Paolo",7/18/2023
"Davies, Zach",7/18/2023
"Lynch IV, Daniel",7/18/2023
"May, Dustin",7/18/2023
"Eovaldi, Nathan",7/18/2023
"May, Dustin",7/18/2023
"De León, José",7/19/2023
"Jacob, Alek",7/20/2023
"Englert, Mason",7/22/2023
"Anderson, Chase",7/22/2023
"DeSclafani, Anthony",7/23/2023
"Barnes, Matt",7/25/2023
"Canning, Griffin",7/25/2023
"Senzatela, Antonio",7/26/2023
"Senzatela, Antonio",7/26/2023
"Rodríguez, Joely",7/28/2023
"Wilson, Justin",7/28/2023
"Romano, Jordan",7/28/2023
"Garcia, Rico",7/28/2023
"Henry, Tommy",7/28/2023
"Musgrove, Joe",7/28/2023
"Faucher, Calvin",7/29/2023
"Teheran, Julio",7/29/2023
"Hernández, Daysbel",7/31/2023
"Thompson, Mason",7/31/2023
"Stroman, Marcus",7/31/2023
"Adams, Austin",8/1/2023
"Hill, Tim",8/1/2023
"Richards, Trevor",8/1/2023
"Lively, Ben",8/1/2023
"Hendriks, Liam",8/2/2023
"Clarke, Taylor",8/2/2023
"Chargois, JT",8/2/2023
"Ryan, Joe",8/2/2023
"Kaprielian, James",8/2/2023
"Hendriks, Liam",8/2/2023
"Moreta, Dauri",8/3/2023
"Woo, Bryan",8/3/2023
"Coulombe, Danny",8/5/2023
"Moran, Jovani",8/5/2023
"Grove, Michael",8/5/2023
"Cortes, Nestor",8/5/2023
"Greinke, Zack",8/6/2023
"Rodón, Carlos",8/6/2023
"Kelly, Joe",8/9/2023
"Mlodzinski, Carmen",8/9/2023
"Maton, Phil",8/11/2023
"Almonte, Yency",8/11/2023
"Danner, Hagen",8/11/2023
"Walker, Josh",8/12/2023
"Matz, Steven",8/12/2023
"Kelly, Michael",8/13/2023
"Brazobán, Huascar",8/13/2023
"Mejía, J.C.",8/13/2023
"Suárez, Ranger",8/13/2023
"Felipe, Angel",8/14/2023
"Kelly, Kevin",8/15/2023
"Pruitt, Austin",8/16/2023
"Kinley, Tyler",8/16/2023
"Stripling, Ross",8/16/2023
"Liberatore, Matthew",8/16/2023
"Perdomo, Angel",8/18/2023
"Medina, Luis",8/18/2023
"Chirinos, Yonny",8/19/2023
"Cueto, Johnny",8/20/2023
"Hancock, Emerson",8/20/2023
"McClanahan, Shane",8/21/2023
"McClanahan, Shane",8/21/2023
"Ortega, Oliver",8/22/2023
"Curtiss, John",8/22/2023
"Gonzales, Marco",8/22/2023
"Fulmer, Michael",8/24/2023
"Young, Alex",8/24/2023
"Zuñiga, Guillo",8/24/2023
"Darvish, Yu",8/25/2023
"Swanson, Erik",8/26/2023
"Silseth, Chase",8/26/2023
"Bernardino, Brennan",8/27/2023
"Vasquez, Andrew",8/27/2023
"McMillon, John",8/27/2023
"Wilson, Steven",8/27/2023
"Adam, Jason",8/27/2023
"Houser, Adrian",8/27/2023
"Gomber, Austin",8/28/2023
"Hamilton, Ian",8/30/2023
"Tarnok, Freddy",8/30/2023
"Tarnok, Freddy",8/30/2023
"Middleton, Keynan",8/31/2023
"Cruz, Fernando",9/1/2023
"Bard, Daniel",9/1/2023
"Romero, JoJo",9/1/2023
"Paxton, James",9/1/2023
"Lively, Ben",9/1/2023
"Greene, Hunter",9/1/2023
"Ashcraft, Graham",9/1/2023
"Gonsolin, Tony",9/1/2023
"Gonsolin, Tony",9/1/2023
"Williamson, Brandon",9/2/2023
"Lambert, Jimmy",9/3/2023
"Carrasco, Carlos",9/3/2023
"Cronin, Declan",9/4/2023
"Stanek, Ryne",9/4/2023
"Sborz, Josh",9/4/2023
"McHugh, Collin",9/5/2023
"Soroka, Michael",9/5/2023
"Barria, Jaime",9/6/2023
"Nance, Tommy",9/6/2023
"Manning, Matt",9/6/2023
"Abreu, Albert",9/7/2023
"Cox, Austin",9/8/2023
"Severino, Luis",9/8/2023
"Gore, MacKenzie",9/8/2023
"Varland, Gus",9/9/2023
"Loáisiga, Jonathan",9/9/2023
"Alzolay, Adbert",9/10/2023
"Suero, Wander",9/10/2023
"Lambert, Peter",9/10/2023
"Lee, Dylan",9/11/2023
"Fulmer, Michael",9/11/2023
"Reid-Foley, Sean",9/11/2023
"Jansen, Kenley",9/12/2023
"Scherzer, Max",9/12/2023
"Antone, Tejay",9/13/2023
"Waites, Cole",9/13/2023
"Faedo, Alex",9/13/2023
"McGough, Scott",9/14/2023
"Peralta, Wandy",9/14/2023
"Misiewicz, Anthony",9/15/2023
"Kennedy, Ian",9/15/2023
"Santos, Gregory",9/16/2023
"Peguero, Elvis",9/16/2023
"Bibee, Tanner",9/16/2023
"Freeland, Kyle",9/16/2023
"Anderson, Tyler",9/16/2023
"Keller, Brad",9/17/2023
"Vieira, Thyago",9/17/2023
"Gallegos, Giovanny",9/17/2023
"Singer, Brady",9/18/2023
"Loup, Aaron",9/19/2023
"Uelmen, Erich",9/19/2023
"Cobb, Alex",9/19/2023
"Kahnle, Tommy",9/20/2023
"Hill, Tim",9/20/2023
"Scholtens, Jesse",9/20/2023
"Pérez, Eury",9/20/2023
"Newcomb, Sean",9/20/2023
"Crawford, Brandon",9/20/2023
"Winn, Keaton",9/20/2023
"Kahnle, Tommy",9/20/2023
"Boxberger, Brad",9/21/2023
"Holderman, Colin",9/21/2023
"Alexander, Scott",9/21/2023
"Fried, Max",9/21/2023
"Irvin, Jake",9/21/2023
"Morton, Charlie",9/22/2023
"Kopech, Michael",9/22/2023
"Junis, Jakob",9/23/2023
"Falter, Bailey",9/23/2023
"Gray, Jon",9/25/2023
"Bard, Daniel",9/26/2023
"Feltner, Ryan",9/26/2023
"Sandoval, Patrick",9/26/2023
"Duarte, Daniel",9/27/2023
"Covey, Dylan",9/27/2023
"Jameson, Drey",9/27/2023
"Martin, Chris",9/28/2023
"Wright, Kyle",9/28/2023
"Stephens, Jackson",9/29/2023
"Keuchel, Dallas",9/30/2023
"Hernández, Jonathan",10/1/2023
"Alcantara, Sandy",10/6/2023
"Perdomo, Angel",10/6/2023
"Alcantara, Sandy",10/6/2023
"Bautista, Félix",10/9/2023
"Bautista, Félix",10/9/2023
"Wright, Kyle",10/11/2023
"Woodruff, Brandon",10/13/2023
"Cobb, Alex",10/31/2023
"Kershaw, Clayton",11/3/2023
"Peterson, David",11/6/2023
"Oviedo, Johan",12/6/2023
"Scherzer, Max",12/14/2023
"Newcomb, Sean",12/20/2023
"Senga, Kodai",2/21/2024
"Drohan, Shane",2/22/2024
"Mata, Bryan",2/24/2024
"Kranick, Max",2/26/2024
"Manoah, Alek",2/27/2024
"Hjelle, Sean",2/28/2024
"Covey, Dylan",3/1/2024
"Rucker, Michael",3/1/2024
"Kerkering, Orion",3/1/2024
"Thompson, Mason",3/1/2024
"Scholtens, Jesse",3/1/2024
"Cole, Gerrit",3/1/2024
"Graterol, Brusdar",3/2/2024
"Medina, Luis",3/4/2024
"Beck, Tristan",3/4/2024
"Gray, Sonny",3/4/2024
"Williams, Devin",3/5/2024
"Kilian, Caleb",3/5/2024
"Alexander, Scott",3/6/2024
"Hentges, Sam",3/8/2024
"Brentz, Jake",3/9/2024
"Treinen, Blake",3/9/2024
"Taillon, Jameson",3/9/2024
"Cabrera, Edward",3/10/2024
"Romano, Jordan",3/10/2024
"Williams, Gavin",3/10/2024
"Santos, Gregory",3/11/2024
"Taylor, Josh",3/12/2024
"Giolito, Lucas",3/12/2024
"Bradley, Taj",3/12/2024
"Cáceres, Kelvin",3/13/2024
"Duran, Jhoan",3/13/2024
"Mlodzinski, Carmen",3/13/2024
"Small, Ethan",3/13/2024
"Swanson, Erik",3/13/2024
"Topa, Justin",3/15/2024
"Kowar, Jackson",3/15/2024
"Lodolo, Nick",3/16/2024
"Williamson, Brandon",3/17/2024
"Rodriguez, Eduardo",3/19/2024
"Moreta, Dauri",3/21/2024
"Sewald, Paul",3/23/2024
"Walker, Taijuan",3/23/2024
"Woo, Bryan",3/23/2024
"Reid-Foley, Sean",3/24/2024
"Staumont, Josh",3/25/2024
"Jackson, Luke",3/28/2024
"O'Brien, Riley",3/28/2024
"Steele, Justin",3/28/2024
"DeSclafani, Anthony",3/29/2024
"Pérez, Cionel",3/30/2024
"Megill, Trevor",3/30/2024
"Clarke, Taylor",3/30/2024
"Megill, Tylor",3/31/2024
"Valdez, Framber",4/2/2024
"Junis, Jakob",4/2/2024
"Sousa, Bennett",4/3/2024
"Gott, Trevor",4/3/2024
"Pivetta, Nick",4/3/2024
"Merryweather, Julian",4/5/2024
"Brebbia, John",4/5/2024
"Borucki, Ryan",4/5/2024
"Sborz, Josh",4/6/2024
"Zuñiga, Guillo",4/7/2024
"Snider, Collin",4/7/2024
"Silseth, Chase",4/7/2024
"Bolton, Cody",4/8/2024
"Pérez, Eury",4/8/2024
"Brogdon, Connor",4/9/2024
"Murphy, Chris",4/10/2024
"Miller, Bobby",4/10/2024
"Bradford, Cody",4/10/2024
"Campbell, Isaiah",4/11/2024
"Antone, Tejay",4/12/2024
"Strider, Spencer",4/12/2024
"Bieber, Shane",4/12/2024
"Bukauskas, J.B.",4/13/2024
"Gonzales, Marco",4/13/2024
"Ynoa, Huascar",4/14/2024
"Freeland, Kyle",4/14/2024
"Darvish, Yu",4/14/2024
"Green, Chad",4/15/2024
"Frías, Luis",4/16/2024
"Morgan, Eli",4/16/2024
"Burdi, Nick",4/16/2024
"Hurt, Kyle",4/16/2024
